source	term_id	term_name	n_landmark_genes	landmark_gene_symbols
Reactome	R-HSA-9675126	Diseases of mitotic cell cycle	13	CCND1,CCND3,CCNE2,CDK2,CDK4,CDK6,CDKN1A,CDKN1B,DAXX,E2F2,RB1,TFDP1,UBE2C
Reactome	R-HSA-9675135	Diseases of DNA repair	10	BRCA1,MSH6,RAD51C,RAD9A,RFC2,RFC5,RPA1,RPA2,RPA3,TOPBP1
Reactome	R-HSA-9678108	SARS-CoV-1 Infection	16	BECN1,CHMP4A,CHMP6,CTSL,IKBKE,NFKBIA,PIK3C3,PIK3R4,RB1,RPS5,RPS6,SERPINE1,SFN,SMAD3,ST6GALNAC2,TOMM70
Reactome	R-HSA-9679191	Potential therapeutics for SARS	13	ARID4B,ATP1B1,BTK,FKBP4,HDAC2,HMG20B,IFNAR1,KEAP1,MTA1,NCK1,NFE2L2,NR3C1,SYK
Reactome	R-HSA-9687139	Aberrant regulation of mitotic cell cycle due to RB1 defects	12	CCND1,CCND3,CCNE2,CDK2,CDK4,CDK6,CDKN1A,CDKN1B,E2F2,RB1,TFDP1,UBE2C
Reactome	R-HSA-9694516	SARS-CoV-2 Infection	30	AKT1,ANO10,BECN1,CHMP4A,CHMP6,CSNK1A1,CTSL,G3BP1,GPC1,IFNAR1,IKBKB,IKBKE,NUP133,NUP62,NUP85,NUP88,NUP93,PIK3C3,PIK3R4,PTPN6,RAE1,RB1,RPN1,RPS5,RPS6,SFN,ST6GALNAC2,STAT1,TJP1,TOMM70
Reactome	R-HSA-9700206	Signaling by ALK in cancer	18	CCNB1,CDKN1A,CLTC,DNMT1,FRS2,JUN,MAPK9,NOTCH1,PIK3CA,PTPN6,RB1,RPS6,SHC1,SKP1,SQSTM1,STAT1,STAT3,TP53
Reactome	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	16	BECN1,G3BP1,IFNAR1,IKBKB,IKBKE,NUP133,NUP62,NUP85,NUP88,NUP93,PIK3C3,PIK3R4,PTPN6,RAE1,STAT1,TOMM70
Reactome	R-HSA-9705683	SARS-CoV-2-host interactions	21	AKT1,BECN1,G3BP1,IFNAR1,IKBKB,IKBKE,NUP133,NUP62,NUP85,NUP88,NUP93,PIK3C3,PIK3R4,PTPN6,RAE1,RPS5,RPS6,SFN,STAT1,TJP1,TOMM70
Reactome	R-HSA-9711097	Cellular response to starvation	10	ATP6V0B,ATP6V1D,NPRL2,RHEB,RPL39L,RPS5,RPS6,RRAGA,SESN1,TRIB3
Reactome	R-HSA-9711123	Cellular response to chemical stress	26	AKT1,BCL2,BLVRA,BRCA1,CAT,CCL2,CDKN1A,CDKN2A,CSNK2A2,CYCS,EGF,ERO1A,HMOX1,KEAP1,MYC,NFE2L2,NOTCH1,PDGFA,PRKCD,PSMD2,SESN1,SKP1,SQSTM1,STAP2,STAT3,TXNRD1
Reactome	R-HSA-9725370	Signaling by ALK fusions and activated point mutants	18	CCNB1,CDKN1A,CLTC,DNMT1,FRS2,JUN,MAPK9,NOTCH1,PIK3CA,PTPN6,RB1,RPS6,SHC1,SKP1,SQSTM1,STAT1,STAT3,TP53
Reactome	R-HSA-9730414	MITF-M-regulated melanocyte development	29	ASAH1,ATP6V0B,ATP6V1D,BCL2,BCL7B,BRCA1,CCNB1,CCND1,CDC25B,CDK2,CDKN1A,CDKN2A,CREB1,EDN1,EPRS1,KIT,LIG1,PLK1,PXN,RAB27A,RPS6KA1,SERPINE1,SMARCA4,SMARCC1,SMARCD2,SOX2,TBX2,TERT,TFAP2A
Reactome	R-HSA-9734009	Defective Intrinsic Pathway for Apoptosis	10	APP,CAPN1,CAST,CDC25A,CDC25B,CDK5R1,CDKN2A,FOXO3,JUN,TP53
Reactome	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	22	APP,ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TICAM1,TLR4,TP53,USP14
Reactome	R-HSA-975155	MyD88 dependent cascade initiated on endosome	22	APP,ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TICAM1,TLR4,TP53,USP14
Reactome	R-HSA-9755511	KEAP1-NFE2L2 pathway	20	AKT1,BCL2,BRCA1,CCL2,CDKN1A,CDKN2A,CSNK2A2,EGF,HMOX1,KEAP1,MYC,NFE2L2,NOTCH1,PDGFA,PRKCD,PSMD2,SESN1,SKP1,SQSTM1,TXNRD1
Reactome	R-HSA-975871	MyD88 cascade initiated on plasma membrane	20	APP,ATF1,CREB1,DUSP3,DUSP4,DUSP6,FOS,IKBKB,JUN,MAPK9,MAPKAPK2,MAPKAPK3,MEF2C,NFKB2,NFKBIA,NFKBIB,RPS6KA1,SKP1,TP53,USP14
Reactome	R-HSA-9759194	Nuclear events mediated by NFE2L2	14	BCL2,CCL2,CDKN2A,EGF,HMOX1,KEAP1,MYC,NFE2L2,NOTCH1,PDGFA,PSMD2,SKP1,SQSTM1,TXNRD1
Reactome	R-HSA-9759476	Regulation of Homotypic Cell-Cell Adhesion	20	CSNK2A2,CTNND1,CTSL,EED,EZH2,FYN,H2AZ2,H2BC12,H2BC21,HDAC2,MYC,PSMD2,RB1,RPN1,SMARCA4,SRC,SUZ12,TFAP2A,TLE1,ZMYM2
Reactome	R-HSA-9764265	Regulation of CDH1 Expression and Function	20	CSNK2A2,CTNND1,CTSL,EED,EZH2,FYN,H2AZ2,H2BC12,H2BC21,HDAC2,MYC,PSMD2,RB1,RPN1,SMARCA4,SRC,SUZ12,TFAP2A,TLE1,ZMYM2
Reactome	R-HSA-9764274	Regulation of Expression and Function of Type I Classical Cadherins	20	CSNK2A2,CTNND1,CTSL,EED,EZH2,FYN,H2AZ2,H2BC12,H2BC21,HDAC2,MYC,PSMD2,RB1,RPN1,SMARCA4,SRC,SUZ12,TFAP2A,TLE1,ZMYM2
Reactome	R-HSA-9764560	Regulation of CDH1 Gene Transcription	12	EED,EZH2,H2AZ2,H2BC12,H2BC21,HDAC2,RB1,SMARCA4,SUZ12,TFAP2A,TLE1,ZMYM2
Reactome	R-HSA-9764725	Negative Regulation of CDH1 Gene Transcription	10	EED,EZH2,H2AZ2,H2BC12,H2BC21,HDAC2,SMARCA4,SUZ12,TLE1,ZMYM2
Reactome	R-HSA-9820952	Respiratory Syncytial Virus Infection Pathway	10	BECN1,CDK19,CSNK2A2,EGFR,GPC1,HSPA8,IFNAR1,IGF1R,TLR4,UBE2L6
Reactome	R-HSA-9824443	Parasitic Infection Pathways	27	ABL1,APP,BTK,CDC42,CREB1,CRK,FYN,FZD7,GNAI1,GNAI2,GNAS,GNB5,HMOX1,IL1B,JUN,LYN,MYO10,NCK1,NFKB2,PRKACA,PRKX,PTK2,SRC,SYK,VAV3,WASF3,WIPF2
Reactome	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	22	BLMH,CBLB,CCNF,CDC20,FBXL12,FBXO11,FBXO21,FBXO7,HERC6,KEAP1,KLHL21,KLHL9,LRRC41,PSMD2,SKP1,STUB1,UBE2A,UBE2C,UBE2J1,UBE2L6,UBE3B,UBE3C
Reactome	R-HSA-983169	Class I MHC mediated antigen processing & presentation	35	BECN1,BLMH,BTK,CBLB,CCNF,CDC20,CTSL,FBXL12,FBXO11,FBXO21,FBXO7,HERC6,IKBKB,ITGB5,KEAP1,KLHL21,KLHL9,LRRC41,PIK3C3,PIK3R4,PSMB10,PSMB8,PSMD2,PSME1,PSME2,SKP1,STUB1,STX4,TLR4,UBE2A,UBE2C,UBE2J1,UBE2L6,UBE3B,UBE3C
Reactome	R-HSA-983231	Factors involved in megakaryocyte development and platelet production	16	ABL1,CARMIL1,CDC42,CDK2,CENPE,GATA2,GATA3,HDAC2,HMG20B,KIF20A,KIF2C,KIF5C,PRKACA,RAD51C,TP53,TUBB6
Reactome	R-HSA-9833482	PKR-mediated signaling	12	CDK1,HSPA1A,HSPA8,IKBKB,NCK1,PPP2R5A,SNCA,STAT1,STAT3,TP53,TUBB6,UBE2L6
Reactome	R-HSA-983705	Signaling by the B Cell Receptor (BCR)	15	BTK,FYN,IKBKB,LYN,MALT1,NCK1,NFATC3,NFKBIA,NFKBIB,NFKBIE,NRAS,PSMD2,PTPN6,SKP1,SYK
Reactome	R-HSA-983712	Ion channel transport	8	ANO10,ATP11B,ATP1B1,ATP2C1,ATP6V0B,ATP6V1D,MCOLN1,TSC22D3
Reactome	R-HSA-9837999	Mitochondrial protein degradation	19	ALAS1,APP,BDH1,CLPX,DLD,ECH1,HADH,HSD17B10,HSPD1,IARS2,ME2,MRPL12,MRPS2,OXCT1,PCCB,PRKACA,TIMM22,TIMM9,YME1L1
Reactome	R-HSA-9839923	Dengue Virus Infection	33	BECN1,CHERP,CPSF4,DAXX,DDX42,EIF4G1,ELAVL1,GPC1,H2BC12,H2BC21,HSPA1A,HSPA8,HYOU1,IKBKE,LYN,NFKBIA,NFKBIB,NMT1,P4HA2,PAF1,PIK3C3,PIK3R4,POLR2I,POLR2K,PPIE,PROS1,PUF60,RNPS1,RPN1,SKIC8,SMNDC1,TJP1,TLR4
Reactome	R-HSA-9842860	Regulation of endogenous retroelements	10	BCL7B,DNMT3A,H2AZ2,H2BC12,H2BC21,HDAC2,MTA1,SMARCA4,SMARCC1,SMARCD2
Reactome	R-HSA-9845323	Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)	10	BCL7B,DNMT3A,H2AZ2,H2BC12,H2BC21,HDAC2,MTA1,SMARCA4,SMARCC1,SMARCD2
Reactome	R-HSA-9855142	Cellular responses to mechanical stimuli	16	ABL1,AKT1,FYN,GNA11,GNAS,GNB5,IKBKB,IKBKE,NFKBIA,NOS3,PIK3CA,PRKACA,PTK2,PTPN1,SPP1,STAT1
Reactome	R-HSA-9856651	MITF-M-dependent gene expression	25	ASAH1,ATP6V0B,ATP6V1D,BCL2,BCL7B,BRCA1,CCNB1,CCND1,CDC25B,CDK2,CDKN1A,CDKN2A,CREB1,LIG1,PLK1,PXN,RAB27A,SERPINE1,SMARCA4,SMARCC1,SMARCD2,SOX2,TBX2,TERT,TFAP2A
Reactome	R-HSA-9860931	Response of endothelial cells to shear stress	15	ABL1,AKT1,FYN,GNA11,GNAS,GNB5,IKBKB,IKBKE,NFKBIA,NOS3,PIK3CA,PRKACA,PTK2,PTPN1,STAT1
Reactome	R-HSA-9907900	Proteasome assembly	10	PSMB10,PSMB8,PSMD10,PSMD2,PSMD4,PSMD9,PSME1,PSME2,PSMF1,PSMG1
Reactome	R-HSA-9909648	Regulation of PD-L1(CD274) expression	21	CCND1,CDK4,CSNK2A2,EED,EZH2,FOS,H2AZ2,H2BC12,H2BC21,HIF1A,JUN,MYC,NFE2L2,NFKB2,PRKAG2,PSMD2,RPN1,SKP1,STAT1,STAT3,SUZ12
Reactome	R-HSA-9909649	Regulation of PD-L1(CD274) transcription	14	EED,EZH2,FOS,H2AZ2,H2BC12,H2BC21,HIF1A,JUN,MYC,NFE2L2,NFKB2,STAT1,STAT3,SUZ12
Reactome	R-HSA-9917777	Epigenetic regulation by WDR5-containing histone modifying complexes	11	ABL1,AKAP8L,CEBPA,H2AZ2,H2BC12,H2BC21,NCOA3,PEX11A,PPARG,PSIP1,RB1
Reactome	R-HSA-9918481	Dengue Virus-Host Interactions	25	BECN1,CHERP,CPSF4,DAXX,DDX42,ELAVL1,GPC1,H2BC12,H2BC21,HSPA8,IKBKE,NFKBIA,NFKBIB,PAF1,PIK3C3,PIK3R4,POLR2I,POLR2K,PPIE,PUF60,RNPS1,SKIC8,SMNDC1,TJP1,TLR4
Reactome	R-HSA-9932444	ATP-dependent chromatin remodelers	17	BCL7B,CHERP,DDX42,H2AZ2,H2BC12,H2BC21,HDAC2,IKZF1,MTA1,NFE2L2,PAF1,PUF60,SKIC8,SMARCA4,SMARCC1,SMARCD2,SMNDC1
Reactome	R-HSA-9937848	CHD chromatin remodelers	13	CHERP,DDX42,H2AZ2,H2BC12,H2BC21,HDAC2,IKZF1,MTA1,NFE2L2,PAF1,PUF60,SKIC8,SMNDC1
Reactome	R-HSA-9945266	Differentiation of T cells	14	ETS1,FOS,GATA3,HDAC2,HDAC6,IL4R,JUN,MAMLD1,MTA1,NOTCH1,SATB1,SMARCA4,STAT1,STAT5B
Reactome	R-HSA-9975921	Assembly of the 9+0 primary cilium	11	CCP110,CDK1,CEP57,CSNK1E,HDAC6,PAFAH1B1,PCM1,PLK1,PRKACA,TCTN1,TUBB6
Reactome	R-HSA-9976102	Differentiation of naive CD4+ T cells to T helper 2 cells (Th2 cells)	13	ETS1,FOS,GATA3,HDAC2,HDAC6,IL4R,JUN,MAMLD1,MTA1,NOTCH1,SATB1,SMARCA4,STAT5B
